name,line
Reaper,"To right the countless wrongs of our day, we shine this "
Neku,Here he comes!
Beat,"You hearin' this, yo? What's all the babblin' about?"
Neku,......
Makoto,"Oh, hello... I'm sorry, we're not open yet. Oh! I know you."
Neku,Yeah... sort of? (He remembers me?)
Makoto,Circumstances forced me to close shop for a while. But 
Neku,(Whoa! This guy is a chameleon...)
Neku,What?
Beat,"Whoa, man. An' I thought the last one was busted up."
Neku,Whoever it was headed for Cat Street.
Beat,Then it musta been the H-Man. ...Returnin' to his lair!
Neku,"Look, stop imagining things. It's pointless. Once we talk to him, this"
Beat,"Aight, man. But le's hurry."
Neku,(We've come this far. We may as well just ask Mr. H.) Let's
Beat,Aight!
Neku,What the hell!?
Beat,"Who redecorated? This place is trashed, yo. You think Coffee Man did"
Neku,Why would he wreck his own shop? Maybe he was attacked.
Beat,"Man, I don't get none a' this!"
Neku,This place is deserted...
Beat,"I'm so sick a' this! I mean, what's goin' on, yo?"
Neku,The wall-breaker was after Mr. H.
Beat,Ironface? You think she smashed it up?
Neku,"No. She said she would stay in one place all week. If she was here, she"
Beat,"Who, then?"
Neku,You got me. Somebody else.
Beat,"Yo, we need to find a clue."
Neku,...... Of course! The camera!
Beat,"What, that thing you used yesterday? What is it?"
Neku,It lets me take pictures of the past.
Beat,"Whoa! Tha's badass, man!"
Neku,"...... (Two days ago, the Miyashita Park wall was still up. Which means"
Beat,"Yo, lemme snap somethin'!"
Neku,"! Huh? Hey-- Wait, don't-- STOP!"
Beat,"Huh? Yo, Neku. I think it's broken."
Neku,...... The camera only works three times a day.
Beat,"Huh? Wait, so that means--"
Neku,Three pictures a day.
Beat,"Bwaaah! Say somethin' sooner, man!"
Neku,"Yeah, 'cause I had all that time to react."
Beat,"Maaan... I didn't get nothin'. What a waste of-- WHOA! Yo, Neku, check"
Neku,"Hey, that's... Mr. H."
Beat,What's he doin'? Hidin' somethin'?
Neku,Let's check over there.
Beat,"Yo, it's a keypin!"
Neku,A keypin? For what?
Beat,"I ain't never seen this one before, man."
Neku,"Well, we've already checked everywhere... except one place! The Shibuya"
Beat,Tha's gotta be where the Iron Maiden is! She picked a wall we couldn't 
Neku,"...... ! Hey, something's in the envelope. A letter... From Mr. H?"
trick,Enjoy 
Beat,"Yo, he left us the letter an' keypin for a reason. He wants us to go to"
Neku,......
Beat,"Aight, then! Hoooooo! What are we waitin' for? Le's find Ironface, "
Neku,(Go to the River? It's more than that. Why does Mr. H even have the 
Beat,"Aight, yo! We got us the keypin. This'll open the wall to the"
Neku,(Mr. H...)
Beat,!?
Neku,What's up?
Beat,The hell is that heap of garbage!?
Neku,Heap? ...No!
Beat,"Yo, man, wha' that trash heap?"
Neku,It looks like one of... No way!
Neku,What's this junk doing back--
Minamimoto,Miss me much? You hollow-skulled hectopascal!
Minamimoto,"Hey, now, I hope you're not IGNORING me. You hollow"
Neku,The Grim Heaper!
Beat,Hecto-whatcha-huh? What language is this guy speakin'?
Neku,You're ALIVE?
Minamimoto,Zetta duh! I've been calculating this from square one. That 
Neku,!? Your... your body!
Minamimoto,"Hmph, this? This is my latest masterpiece. I call it: ""Myself""!"
Beat,"Punk's turned himself Taboo, yo!"
Minamimoto,"The attack I used erased me, yes..."
Neku,(But you're back...)
Minamimoto,"But I was refactored, through the refinery sigil, into...this! "
Neku,So YOU made those burn marks.
Minamimoto,"And now, this number-cruncher is back... with power that rivals"
Beat,You gotta be jokin'! That's why you Tabooed yourself up? Have some 
Minamimoto,Sense is garbage! CRUNCH! I'll add it to the heap! All that 
Neku,Wait... You went to WildKat!
Minamimoto,"Yeah. That set was empty, though. Rrgh... Where'd he run off to?"
Neku,We have no idea!
Minamimoto,"In that case... who needs you? Attention, 000s! It's time for you"
Beat,Nggh... The hell does this guy eat? He's so powerful!
Minamimoto,"Heh heh... Slabs Of Ham, Celery And Horseradish, Tons Of "
Beat,"Yo, where you goin'!? C'mon, man, we gotta go after him! What if he "
Neku,"Don't worry. He doesn't know where ""there"" is. Besides, we've got the "
Beat,"Aight, then. But man... That punk was TOUGH."
Neku,"Well, we better deal. He said his power rivals the Composer's. What "
Beat,"Yo, that's nuts. ...You really think he's that tough? We better be able"
Neku,You gonna give up if we can't?
Beat,Hells no! I'm goin'...I'M GOIN'! Hooooooooo!
Neku,(The River... The Composer... Mr. H. I better be ready for what I 
left,Stride. Chapter Closed]
Neku,Hey... !? The scramble again!?
Beat,"Dammit! We lost anotha' day, man!"
Neku,"So it's Day 7... ! Whoa! Dude, your hands!"
Beat,"! N-naw, man... I'ma hold myself together! I can't fade away now! Rhyme"
Neku,I know. Let's hurry over to the Shibuya River!
Beat,Aight! Today we put an end to all a' this!
Beat,"Yo, man, this is really it."
Neku,Right. Today we put an end to all this. Let's head for the
Beat,Aight!
Neku,(Where could Mr. H have gone? Will he be waiting at the 
Beat,Yo...
Reaper,"...... Urrrg... To right the countless wrongs of our day, "
Neku,...No response.
Neku,!? The wall's busted!
Beat,"No way, man... You sayin' that guy made a Tabooty call? Then he knows "
Neku,Calm down. First we have to find the GM. If we don't save Rhyme--
Beat,I know! Ironface... We gotta find Ironface!
Neku,"(Not much of a river... Still, Joshua was bent on coming here. To see "
Beat,"Hey, le's pick up the pace!"
Neku,Yeah.
Beat,"C'mon, man! Le's get fired up!"
Neku,"OK. First, let's take out the GM and get Rhyme back. After"
Beat,"After that, we knock the Composer flat, yo!"
Neku,"! What? Mail, now?"
Beat,Huh?
Neku,"""Konishi wields shadow and illusion. You'll find only lies with the "
Beat,Did Ironface send it?
Neku,"What, to say, ""Here's how to beat me""?"
Beat,"Right. Who, then?"
Neku,I dunno.
Beat,"Well, we better keep movin', man."
Neku,Yeah.
Minamimoto,Sooo zetta slow!
Neku,!? Y-you!
Minamimoto,What the factor took so long?
Beat,It's Tabooty!
Neku,Damn. We don't have time for this...
Beat,Move! You ain't what matters!
Minamimoto,"FOIL! First, Outer, Inner, Last! And this is the last stop. Not"
Neku,She's here?
Beat,"Dammit! I knew it! Tha's jus' like her, yo. Hidin' like a coward jus'"
Minamimoto,Stupid hectopascals! She's not through here.
Neku,Huh?
Beat,"Then where, yo!?"
Minamimoto,You zetta morons! You haven't noticed? She's been with you...
Konishi,...The whooole time.
NekU,!?
Neku,Behind you!
Beat,You you you you you you was hidin' in my shadow!?
Konishi,"I didn't expect to have to reveal myself like this. By my forecasts,"
Minamimoto,Heh! I'm only here 'cause your barrier's blocking me out.
Konishi,Unforeseen circumstances aside... my plans are proceeding without a
Beat,"Shut it, Ironface-- an' gimme back Rhyme, yo!"
Konishi,"an' gimme back Rhyme, yo!"
Beat,!? Huh? Why you copyin' what I say!?
Konishi,"Like I said, you've yielded so much data. See the power of "
Minamimoto,"Hey, who gives a digit? Hurry up and open this barrier before I"
Konishi,All right. I'll remove the barrier...under one condition.
Minamimoto,Yeah? What're you scheming this time?
Konishi,When you become Composer... I want you to make me your Conductor.
Minamimoto,Heh! You're double-crossing Megs?
Konishi,Analysis shows that Shibuya is heading toward an untimely end. If
Minamimoto,Please Excuse My Dear Aunt Sally! I zetta dig your style! You and
Konishi,Then I'll take care of the barrier.
Minamimoto,"Attention, binomials of the UG! Introducing your new Composer..."
Beat,"Yo, where you think you goin'!?"
Konishi,Ah ah ahhh. I'm afraid I can't let you take one step further.
Neku,You'd betray the Composer?
Konishi,Betray? I simply choose to align with the man in charge. It hardly
Neku,What?
Konishi,"As far as I'm concerned, anyone could be the Composer. Suppose"
Beat,So everybody's jus' a pawn to you.
Konishi,"NO matter how this ends, I will be Conductor."
Neku,Scheming witch...
Konishi,"When the Composer started requiring O-Pins, I knew the UG revolution"
Neku,Then what's going IS his fault.
Konishi,I don't presume to know the Composer's true intentions. But I intend
Neku,! (She chucked the pin?)
Konishi,"These ""O-Pins""... They're fakes. Wear them, and you're finished."
Neku,(I knew it...)
Konishi,I have a better pin in my deck.
Neku,Rhyme!
Beat,Heh! Tha's what you think!
Konishi,Please. Spare yourself the embarrassment. My analyses are never 
Beat,"Oh yeah? Then wha's wid the ""unforeseen circumstances""? Sounds like you"
Konishi,I beg your pardon?
Beat,"Next Composer gonna be ME, yo! And I ain't never makin' a punk like you"
Konishi,Me? Work for you? Hee hee... Ha ha ha ha! You vexatious monkey! 
Beat,Heh heh. Damn right!
Neku,"Uh, dude... She's making fun of you."
Beat,WHAT!?
Konishi,It's YOUR fault I didn't pick up on Shibuya's changes sooner!
Beat,"You so busy thinkin' wid your head, you forgot to pay attention wid "
Konishi,Arrrgh! Enough of your chimp-speak! I will obliterate any disruptive
Beat,"Yo, Neku... I got her pissed at me now. While she comes at me, you snag"
Neku,Screw you. I'm not bringing Rhyme back to life. That's your job! I'll
Beat,"Heh. Aight, man, you said it. Then le's do this thing!"
Konishi,How... An error in my analysis? Impossible...
Neku,Sucks for you.
Konishi,How could you have risen above my projections? You're not a Reaper!
Neku,"...... Like I know! And she's not a Noise! She's our friend, Rhyme!"
Konishi,Grrff... All of this... on account of that stupid chimp! If only I'd
Neku,"I don't think any of us can predict what Beat will do. (I mean, look at"
Beat,"Rhyme... Rhyme, RHYME! I'm so sorry. This is all my fault... I'll never"
Konishi,Hee hee... What a touching reunion. But ponder this: would your 
Beat,!? You what!?
Konishi,Your sister's memories of you: they were YOUR entry fee. Hers was
Beat,What...
Konishi,Hee hee... That look on your face. It's just...as I pre...dicted...
Beat,"Rhyme's memories of me was MY entry fee? Then what was hers, yo? ......"
Neku,Right.
Neku,Huh? Mail...
Beat,From who?
Neku,"""See you in the Composer's chamber."""
Beat,Yo... You think it's...
Neku,...... (Mr. H?)
Beat,"Yo, Neku! Le's move!"
Neku,Right...
Beat,"Hang on, Rhyme... I'm almost there..."
Neku,......
Beat,Neku! Keep movin'!
Neku,All right!
Neku,"The Composer must be ahead. Once we go on, I don't think we can come"
Beat,"Well, I ain't sittin' out here. You ready, man?"
Beat,"Well, aight. But don't take too long, yo."
Beat,"Good to go, man?"
Beat,Aight! Full speed ahead!
Neku,! Wait!
Beat,"Wha's wrong, yo?"
Neku,Behind us... Something's coming.
Shiki,Ohhh... What is this place? It's so dark...and spooky... And stinky.
Neku,Shiki... Shiki!!!
Shiki,Whoa! Neku? Beat!?
Neku,What are you doing here!?
Shiki,I woke up here all by myself.
Beat,"Yo, does that mean we won the Game? Like, the Iron Maiden was the las'"
Neku,"(But if I won the Game, why hasn't Shiki come back to life? Did the"
Shiki,So where are we? Are we all alive again?
Neku,"No, not yet. This is the Shibuya River... in the UG."
Shiki,The UG? But why!? I'm supposed to be alive...
Neku,...You can blame me. They made you my entry fee. I'm sorry...
Shiki,Huh? I was your entry fee? Then... ! Wh-whoa! So I'm your... I'm 
Neku,That's 'cause you haven't seen me in two weeks. You missed a lot. And I
Shiki,"Well... Look on the bright side. If we're together now, you must've"
Neku,Not yet.
Shiki,What? Why not?
Neku,We beat the Game Master. But I haven't been taken to that white room.
Beat,Prob'ly 'cause we been breakin' rules left an' right.
Neku,I'm pretty sure the Game is null and void.
Shiki,Null and-- But what about our lives!?
Beat,"There still might be a way, yo-- if I become the next Composer!"
Shiki,How does that work?
Beat,I gotta take down the guy with the job now.
Shiki,Hmm... I see.
Neku,You don't seem surprised.
Shiki,Not really. You both look so serious.
Neku,......
Shiki,So I guess that must be the only way.
Beat,"Don't worry, yo! I'ma pull this thing off!"
Shiki,"I know, Beat. Let's not waste any time, then!"
Neku,(If the Composer stands between me and life... then he has to go. I...I
Shiki,"Neku, let's go!"
Neku,"Yeah, coming..."
Shiki,"The Composer's really strong, right?"
Neku,Yeah. But we still have to do this.
Shiki,I know! Good thing we have each other.
Beat,"You said it, yo. Together we gonna take back our lives."
Neku,C'mon!
Shiki,! Look! There's something there.
Neku,One of Pi-Face's heaps?
Beat,Le's check it out.
Neku,That junk heap...
Shiki,Let's check it out.
Beat,"Yo, Neku! Le's check that garbage heap."
Shiki,Omigosh! There's a person under there!
Beat,"Yo, look who it is!"
Neku,The Grim Heaper got... crunched.
Beat,"No way, man... This guy was tough as bricks! Who coulda done this to "
Neku,I dunno. But whoever it was must have been more powerful.
Beat,"But, like... yo! We lucky, right?"
Shiki,Don't be so morbid!
Beat,But we don't gotta beat him now!
Shiki,No. Just the other guy who's stronger.
Beat,"Details, yo. I'm tellin' ya, we lucky!"
Neku,......
Beat,Now le's keep goin'!
Neku,What happened here?
Neku,(And Pi-Face was so strong...)
Shiki,"We're close, I can feel it. You ready?"
Beat,"The Beat-wagon's always ready, yo!"
Neku,(Talking about it won't get it done.) Let's go!
Shiki,"Whew... This door just screams ""endgame."""
Beat,"We almost there, Rhyme. Hang on jus' a little longer."
Neku,......
Shiki,"Neku, you all right? You look pale."
Neku,....I'll be OK. Come on.
Neku,Is this the Composer's pad?
Beat,Wait... I know this place....
Shiki,Wow...
Neku,What's a ritzy pad like this doing here?
Beat,Yo! We got company!
Megumi,"Welcome, Players. "
Beat,!?
Megumi,"Ex-Players, that is. Your Game has ended. Now you are simply Dead."
Shiki,It's him...
Beat,"Whatchu doin' here, Shades!?"
Neku,Where's the Composer?
Megumi,"Oh, is that why you're here? And why would you kids want to meet the"
Beat,"Whatchu think, man? We gonna take him down!"
Megumi,Not a chance. You're not even fit to look upon Him.
Beat,Whatchu say?
Megumi,The Composer's utmost concern is mankind's happiness. He exists to
Beat,"Yo, I don't get a word you sayin', but you ain't stoppin' me! I'm gonna"
Megumi,You see! That self-serving rubbish is the root of all pain!
Beat,What?
Megumi,Egotism-- disregard for others-- has caused Shibuya's downfall. And 
Shiki,Nngh...
Beat,!?
Shiki,Gahhh!
Neku,Shiki?
Shiki,......
Neku,She's not answering...
Beat,You bastard! What did you do to Shiki?
Neku,Got him!
Megumi,I see now why He picked you... Unnngh...
Beat,"Aight, yo! Composer's next!"
Neku,But Shiki--Nngh!
Beat,Wh-what the hell?
Shiki,......
Beat,Shiki? Damn... She don't recognize us!
Neku,"Why can't she-- (Wait. She has one on, too. If I break it...)"
Beat,"It's no good, man! Girl be tryin' to kills us! We outta options. "
Neku,Stop! Don't you touch her!
Beat,Stupid... Behind you!
Neku,Huff...huff... That should... stop Shiki... I was right. It was the 
Neku,(Where's the Composer? The River ends here. There's no place 
Neku,"This graffiti... (I remember, Mr. H. Your art kept me going. Every "
Neku,(Shiki... Beat... Joshua... Rhyme... Everybody. They got me this far.
Neku,"This place... Come on out, Composer! Fight me! You want me to defeat "
Meg,Who's Mr. H?
Neku,!? You again! But I just beat you!
Megumi,Ha ha ha ha! I'm amazed! Here you stand on the final stage-- and 
Neku,What do you mean...
Megumi,"All right. You want answers? First off, the Composer is not the man "
Neku,......
Megumi,I have been in charge of the UG since his departure.
Neku,Mr. Hanekoma's... not the Composer? Then you're responsible...
